ID,Party,desc,label,name,acquired_datestamp
40,Republican,Attorney General,Jeremy Michael Gay Attorney General,Jeremy Michael Gay,2022-11-08-222232
40,Democrat,Attorney General,Raúl Torrez Attorney General,Raúl Torrez,2022-11-08-222232
41,,"Ballot Question: Shall the issuance of restaurant licenses for the sale of beer and wine be approved within the Village of Magdalena, a local option district?","No Ballot Question: Shall The Issuance Of Restaurant Licenses For The Sale Of Beer And Wine Be Approved Within The Village Of Magdalena, A Local Option District?",No,2022-11-08-222232
41,,"Ballot Question: Shall the issuance of restaurant licenses for the sale of beer and wine be approved within the Village of Magdalena, a local option district?","Yes Ballot Question: Shall The Issuance Of Restaurant Licenses For The Sale Of Beer And Wine Be Approved Within The Village Of Magdalena, A Local Option District?",Yes,2022-11-08-222232
42,,"Bond Question 1: The 2022 Capital Projects General Obligation Bond Act authorizes the issuance and sale of senior citizen facility improvement, construction and equipment acquisition bonds. Shall the state be authorized to issue general obligation bonds in an amount not to exceed twenty-four million four hundred seventy thousand dollars ($24,470,000) to make capital expenditures for certain senior citizen facility improvement, construction and equipment acquisition projects and provide for a general property tax","No Bond Question 1: The 2022 Capital Projects General Obligation Bond Act Authorizes The Issuance And Sale Of Senior Citizen Facility Improvement, Construction And Equipment Acquisition Bonds. Shall The State Be Authorized To Issue General Obligation Bonds In An Amount Not To Exceed Twenty-Four Million Four Hundred Seventy Thousand Dollars ($24,470,000) To Make Capital Expenditures For Certain Senior Citizen Facility Improvement, Construction And Equipment Acquisition Projects And Provide For A General Property Tax",No,2022-11-08-222232
42,,"Bond Question 1: The 2022 Capital Projects General Obligation Bond Act authorizes the issuance and sale of senior citizen facility improvement, construction and equipment acquisition bonds. Shall the state be authorized to issue general obligation bonds in an amount not to exceed twenty-four million four hundred seventy thousand dollars ($24,470,000) to make capital expenditures for certain senior citizen facility improvement, construction and equipment acquisition projects and provide for a general property tax","Yes Bond Question 1: The 2022 Capital Projects General Obligation Bond Act Authorizes The Issuance And Sale Of Senior Citizen Facility Improvement, Construction And Equipment Acquisition Bonds. Shall The State Be Authorized To Issue General Obligation Bonds In An Amount Not To Exceed Twenty-Four Million Four Hundred Seventy Thousand Dollars ($24,470,000) To Make Capital Expenditures For Certain Senior Citizen Facility Improvement, Construction And Equipment Acquisition Projects And Provide For A General Property Tax",Yes,2022-11-08-222232
43,,"Bond Question 2: The 2022 Capital Projects General Obligation Bond Act authorizes the issuance and sale of library acquisition bonds. Shall the state be authorized to issue general obligation bonds in an amount not to exceed nineteen million two hundred sixty-six thousand dollars ($19,266,000) to make capital expenditures for academic, public school, tribal and public library resource acquisitions and provide for a general property tax imposition and levy for the payment of principal of, interest on and expenses","No Bond Question 2: The 2022 Capital Projects General Obligation Bond Act Authorizes The Issuance And Sale Of Library Acquisition Bonds. Shall The State Be Authorized To Issue General Obligation Bonds In An Amount Not To Exceed Nineteen Million Two Hundred Sixty-Six Thousand Dollars ($19,266,000) To Make Capital Expenditures For Academic, Public School, Tribal And Public Library Resource Acquisitions And Provide For A General Property Tax Imposition And Levy For The Payment Of Principal Of, Interest On And Expenses",No,2022-11-08-222232
43,,"Bond Question 2: The 2022 Capital Projects General Obligation Bond Act authorizes the issuance and sale of library acquisition bonds. Shall the state be authorized to issue general obligation bonds in an amount not to exceed nineteen million two hundred sixty-six thousand dollars ($19,266,000) to make capital expenditures for academic, public school, tribal and public library resource acquisitions and provide for a general property tax imposition and levy for the payment of principal of, interest on and expenses","Yes Bond Question 2: The 2022 Capital Projects General Obligation Bond Act Authorizes The Issuance And Sale Of Library Acquisition Bonds. Shall The State Be Authorized To Issue General Obligation Bonds In An Amount Not To Exceed Nineteen Million Two Hundred Sixty-Six Thousand Dollars ($19,266,000) To Make Capital Expenditures For Academic, Public School, Tribal And Public Library Resource Acquisitions And Provide For A General Property Tax Imposition And Levy For The Payment Of Principal Of, Interest On And Expenses",Yes,2022-11-08-222232
44,,"Bond Question 3: The 2022 Capital Projects General Obligation Bond Act authorizes the issuance and sale of higher education, special schools and tribal schools capital improvement and acquisition bonds. Shall the state be authorized to issue general obligation bonds in an amount not to exceed two hundred fifteen million nine hundred eighty-six thousand dollars ($215,986,000) to make capital expenditures for certain higher education, special schools and tribal schools capital improvements and acquisitions and pro","No Bond Question 3: The 2022 Capital Projects General Obligation Bond Act Authorizes The Issuance And Sale Of Higher Education, Special Schools And Tribal Schools Capital Improvement And Acquisition Bonds. Shall The State Be Authorized To Issue General Obligation Bonds In An Amount Not To Exceed Two Hundred Fifteen Million Nine Hundred Eighty-Six Thousand Dollars ($215,986,000) To Make Capital Expenditures For Certain Higher Education, Special Schools And Tribal Schools Capital Improvements And Acquisitions And Pro",No,2022-11-08-222232
44,,"Bond Question 3: The 2022 Capital Projects General Obligation Bond Act authorizes the issuance and sale of higher education, special schools and tribal schools capital improvement and acquisition bonds. Shall the state be authorized to issue general obligation bonds in an amount not to exceed two hundred fifteen million nine hundred eighty-six thousand dollars ($215,986,000) to make capital expenditures for certain higher education, special schools and tribal schools capital improvements and acquisitions and pro","Yes Bond Question 3: The 2022 Capital Projects General Obligation Bond Act Authorizes The Issuance And Sale Of Higher Education, Special Schools And Tribal Schools Capital Improvement And Acquisition Bonds. Shall The State Be Authorized To Issue General Obligation Bonds In An Amount Not To Exceed Two Hundred Fifteen Million Nine Hundred Eighty-Six Thousand Dollars ($215,986,000) To Make Capital Expenditures For Certain Higher Education, Special Schools And Tribal Schools Capital Improvements And Acquisitions And Pro",Yes,2022-11-08-222232
45,,"CHARTER AMENDMENT: The County of Bernalillo, New Mexico seeks to amend the Bernalillo County Home Rule Urban County Charter under Article X Section 10, Urban Counties, of the New Mexico Constitution, amending Article II Section B – Board of County Commissioners Hiring Authority, Article IV Section B – County Attorney, Article IV Section C – County Chief of Fire and Rescue, Article VII Section C – Open Meetings Act Compliance, and Article XIV – Amendments, adding clarification and efficiencies to continue empowerin - Bernalillo","No Charter Amendment: The County Of Bernalillo, New Mexico Seeks To Amend The Bernalillo County Home Rule Urban County Charter Under Article X Section 10, Urban Counties, Of The New Mexico Constitution, Amending Article Ii Section B – Board Of County Commissioners Hiring Authority, Article Iv Section B – County Attorney, Article Iv Section C – County Chief Of Fire And Rescue, Article Vii Section C – Open Meetings Act Compliance, And Article Xiv – Amendments, Adding Clarification And Efficiencies To Continue Empowerin - Bernalillo",No,2022-11-08-222232
45,,"CHARTER AMENDMENT: The County of Bernalillo, New Mexico seeks to amend the Bernalillo County Home Rule Urban County Charter under Article X Section 10, Urban Counties, of the New Mexico Constitution, amending Article II Section B – Board of County Commissioners Hiring Authority, Article IV Section B – County Attorney, Article IV Section C – County Chief of Fire and Rescue, Article VII Section C – Open Meetings Act Compliance, and Article XIV – Amendments, adding clarification and efficiencies to continue empowerin - Bernalillo","Yes Charter Amendment: The County Of Bernalillo, New Mexico Seeks To Amend The Bernalillo County Home Rule Urban County Charter Under Article X Section 10, Urban Counties, Of The New Mexico Constitution, Amending Article Ii Section B – Board Of County Commissioners Hiring Authority, Article Iv Section B – County Attorney, Article Iv Section C – County Chief Of Fire And Rescue, Article Vii Section C – Open Meetings Act Compliance, And Article Xiv – Amendments, Adding Clarification And Efficiencies To Continue Empowerin - Bernalillo",Yes,2022-11-08-222232
46,Republican,Commissioner of Public Lands,Jefferson L Byrd Commissioner Of Public Lands,Jefferson L Byrd,2022-11-08-222232
46,Independent,Commissioner of Public Lands,Larry E Marker (Write In) Commissioner Of Public Lands,Larry E Marker (Write In),2022-11-08-222232
46,Democrat,Commissioner of Public Lands,Stephanie Garcia Richard Commissioner Of Public Lands,Stephanie Garcia Richard,2022-11-08-222232
47,,"COMMUNITY ENHANCEMENT BONDS : Shall Valencia County issue up to $1,500,000 of its general obligation bonds, to be repaid from property taxes, to construct, equip, renovate, enhance and otherwise improve County owned community centers, including those for families, youth and senior citizens? - Valencia","No Community Enhancement Bonds : Shall Valencia County Issue Up To $1,500,000 Of Its General Obligation Bonds, To Be Repaid From Property Taxes, To Construct, Equip, Renovate, Enhance And Otherwise Improve County Owned Community Centers, Including Those For Families, Youth And Senior Citizens? - Valencia",No,2022-11-08-222232
47,,"COMMUNITY ENHANCEMENT BONDS : Shall Valencia County issue up to $1,500,000 of its general obligation bonds, to be repaid from property taxes, to construct, equip, renovate, enhance and otherwise improve County owned community centers, including those for families, youth and senior citizens? - Valencia","Yes Community Enhancement Bonds : Shall Valencia County Issue Up To $1,500,000 Of Its General Obligation Bonds, To Be Repaid From Property Taxes, To Construct, Equip, Renovate, Enhance And Otherwise Improve County Owned Community Centers, Including Those For Families, Youth And Senior Citizens? - Valencia",Yes,2022-11-08-222232
48,,"Constitutional Amendment 1: Proposing an amendment to Article 12, Section 7 of the Constitution of New Mexico to provide for additional annual distributions of the permanent school fund for enhanced instruction for students at risk of failure, extending the school year, teacher compensation and early childhood education; requiring congressional approval for distributions for early childhood education.","No Constitutional Amendment 1: Proposing An Amendment To Article 12, Section 7 Of The Constitution Of New Mexico To Provide For Additional Annual Distributions Of The Permanent School Fund For Enhanced Instruction For Students At Risk Of Failure, Extending The School Year, Teacher Compensation And Early Childhood Education; Requiring Congressional Approval For Distributions For Early Childhood Education.",No,2022-11-08-222232
48,,"Constitutional Amendment 1: Proposing an amendment to Article 12, Section 7 of the Constitution of New Mexico to provide for additional annual distributions of the permanent school fund for enhanced instruction for students at risk of failure, extending the school year, teacher compensation and early childhood education; requiring congressional approval for distributions for early childhood education.","Yes Constitutional Amendment 1: Proposing An Amendment To Article 12, Section 7 Of The Constitution Of New Mexico To Provide For Additional Annual Distributions Of The Permanent School Fund For Enhanced Instruction For Students At Risk Of Failure, Extending The School Year, Teacher Compensation And Early Childhood Education; Requiring Congressional Approval For Distributions For Early Childhood Education.",Yes,2022-11-08-222232
49,,"Constitutional Amendment 2: Proposing to amend Article 9, Section 14 of the constitution of New Mexico to allow public investment to provide access to essential household services, including internet, energy, water, wastewater and other similar services as provided by law, upon the enactment of general implementing legislation by a majority vote of the members elected to each house of the Legislature.","No Constitutional Amendment 2: Proposing To Amend Article 9, Section 14 Of The Constitution Of New Mexico To Allow Public Investment To Provide Access To Essential Household Services, Including Internet, Energy, Water, Wastewater And Other Similar Services As Provided By Law, Upon The Enactment Of General Implementing Legislation By A Majority Vote Of The Members Elected To Each House Of The Legislature.",No,2022-11-08-222232
49,,"Constitutional Amendment 2: Proposing to amend Article 9, Section 14 of the constitution of New Mexico to allow public investment to provide access to essential household services, including internet, energy, water, wastewater and other similar services as provided by law, upon the enactment of general implementing legislation by a majority vote of the members elected to each house of the Legislature.","Yes Constitutional Amendment 2: Proposing To Amend Article 9, Section 14 Of The Constitution Of New Mexico To Allow Public Investment To Provide Access To Essential Household Services, Including Internet, Energy, Water, Wastewater And Other Similar Services As Provided By Law, Upon The Enactment Of General Implementing Legislation By A Majority Vote Of The Members Elected To Each House Of The Legislature.",Yes,2022-11-08-222232
50,,"Constitutional Amendment 3: Proposing to amend Article 6, Section 35 of the Constitution of New Mexico to provide that an appointed judge serve at least one year before a general election is held for the office to which the judge was appointed.","No Constitutional Amendment 3: Proposing To Amend Article 6, Section 35 Of The Constitution Of New Mexico To Provide That An Appointed Judge Serve At Least One Year Before A General Election Is Held For The Office To Which The Judge Was Appointed.",No,2022-11-08-222232
50,,"Constitutional Amendment 3: Proposing to amend Article 6, Section 35 of the Constitution of New Mexico to provide that an appointed judge serve at least one year before a general election is held for the office to which the judge was appointed.","Yes Constitutional Amendment 3: Proposing To Amend Article 6, Section 35 Of The Constitution Of New Mexico To Provide That An Appointed Judge Serve At Least One Year Before A General Election Is Held For The Office To Which The Judge Was Appointed.",Yes,2022-11-08-222232
51,,"Continuation of Liquor Excise Tax Question: Shall the County Commissioners of McKinley County enact an ordinance continuing the imposition on all the retailers of McKinley County, New Mexico at the maximum amount as allowed by State Law (Six (6) percent) a local liquor excise tax for the purpose of funding education programs and the prevention and treatment, including social detoxification, of alcoholism and drug within McKinley County, New Mexico, and for no other purpose? - McKinley","No Continuation Of Liquor Excise Tax Question: Shall The County Commissioners Of Mckinley County Enact An Ordinance Continuing The Imposition On All The Retailers Of Mckinley County, New Mexico At The Maximum Amount As Allowed By State Law (Six (6) Percent) A Local Liquor Excise Tax For The Purpose Of Funding Education Programs And The Prevention And Treatment, Including Social Detoxification, Of Alcoholism And Drug Within Mckinley County, New Mexico, And For No Other Purpose? - Mckinley",No,2022-11-08-222232
51,,"Continuation of Liquor Excise Tax Question: Shall the County Commissioners of McKinley County enact an ordinance continuing the imposition on all the retailers of McKinley County, New Mexico at the maximum amount as allowed by State Law (Six (6) percent) a local liquor excise tax for the purpose of funding education programs and the prevention and treatment, including social detoxification, of alcoholism and drug within McKinley County, New Mexico, and for no other purpose? - McKinley","Yes Continuation Of Liquor Excise Tax Question: Shall The County Commissioners Of Mckinley County Enact An Ordinance Continuing The Imposition On All The Retailers Of Mckinley County, New Mexico At The Maximum Amount As Allowed By State Law (Six (6) Percent) A Local Liquor Excise Tax For The Purpose Of Funding Education Programs And The Prevention And Treatment, Including Social Detoxification, Of Alcoholism And Drug Within Mckinley County, New Mexico, And For No Other Purpose? - Mckinley",Yes,2022-11-08-222232
57,Democrat,County Assessor,Angela M Gomez County Assessor,Angela M Gomez,2022-11-08-222232
65,Republican,County Assessor,Ava Benge County Assessor,Ava Benge,2022-11-08-222232
54,Democrat,County Assessor,Beverly Dominguez Romero County Assessor,Beverly Dominguez Romero,2022-11-08-222232
52,Republican,County Assessor,Brandi L Foster County Assessor,Brandi L Foster,2022-11-08-222232
54,Republican,County Assessor,Celia Dawn Dittmaier County Assessor,Celia Dawn Dittmaier,2022-11-08-222232
69,Democrat,County Assessor,Connie M Gallegos County Assessor,Connie M Gallegos,2022-11-08-222232
67,Democrat,County Assessor,Damian Lara County Assessor,Damian Lara,2022-11-08-222232
63,Democrat,County Assessor,Dolores P Vallejos County Assessor,Dolores P Vallejos,2022-11-08-222232
73,Democrat,County Assessor,Edward Becenti Jr County Assessor,Edward Becenti Jr,2022-11-08-222232
66,Democrat,County Assessor,Eugenia (Gina) Montoya Ortega County Assessor,Eugenia (Gina) Montoya Ortega,2022-11-08-222232
62,Democrat,County Assessor,George Chandler County Assessor,George Chandler,2022-11-08-222232
74,Democrat,County Assessor,Henry C Silentman County Assessor,Henry C Silentman,2022-11-08-222232
79,Republican,County Assessor,Hollie S Sandoval County Assessor,Hollie S Sandoval,2022-11-08-222232
72,Republican,County Assessor,James M Bowman County Assessor,James M Bowman,2022-11-08-222232
70,Republican,County Assessor,Janie L Hoffman County Assessor,Janie L Hoffman,2022-11-08-222232
55,Republican,County Assessor,Jesus M Lucero County Assessor,Jesus M Lucero,2022-11-08-222232
74,Republican,County Assessor,Jimmy Voita County Assessor,Jimmy Voita,2022-11-08-222232
61,Democrat,County Assessor,Joaquin Valdez County Assessor,Joaquin Valdez,2022-11-08-222232
56,Republican,County Assessor,Julie M Griego County Assessor,Julie M Griego,2022-11-08-222232
64,Democrat,County Assessor,Kristi E Graham County Assessor,Kristi E Graham,2022-11-08-222232
62,Libertarian,County Assessor,Laura Burrows County Assessor,Laura Burrows,2022-11-08-222232
59,Republican,County Assessor,Lawrence D Griego County Assessor,Lawrence D Griego,2022-11-08-222232
77,Republican,County Assessor,Lillie M Laney County Assessor,Lillie M Laney,2022-11-08-222232
59,Democrat,County Assessor,Linda P Gallegos County Assessor,Linda P Gallegos,2022-11-08-222232
60,Democrat,County Assessor,Maria Dimas County Assessor,Maria Dimas,2022-11-08-222232
58,Democrat,County Assessor,Michelle Martinez-Holguin County Assessor,Michelle Martinez-Holguin,2022-11-08-222232
71,Democrat,County Assessor,Misty A Trujillo County Assessor,Misty A Trujillo,2022-11-08-222232
69,Republican,County Assessor,Paul Lee Espinoza Jr County Assessor,Paul Lee Espinoza Jr,2022-11-08-222232
78,Republican,County Assessor,Phillip J Trujillo County Assessor,Phillip J Trujillo,2022-11-08-222232
68,Republican,County Assessor,Randa K Jesko County Assessor,Randa K Jesko,2022-11-08-222232
53,Republican,County Assessor,Rhonda E Hatch County Assessor,Rhonda E Hatch,2022-11-08-222232
76,Republican,County Assessor,Sandra P Stewart County Assessor,Sandra P Stewart,2022-11-08-222232
75,Republican,County Assessor,Stevin L Floyd County Assessor,Stevin L Floyd,2022-11-08-222232
80,Democrat,County Assessor - Hidalgo,Martin L Neave County Assessor - Hidalgo,Martin L Neave,2022-11-08-222232
81,Democrat,County Assessor - Mora,Rosalee J Trujillo County Assessor - Mora,Rosalee J Trujillo,2022-11-08-222232
82,Democrat,County Assessor - Santa Fe,Isaiah F Romero County Assessor - Santa Fe,Isaiah F Romero,2022-11-08-222232
83,Independent,County Assessor - Sierra,Eileen Davis County Assessor - Sierra,Eileen Davis,2022-11-08-222232
83,Republican,County Assessor - Sierra,Michael D Huston County Assessor - Sierra,Michael D Huston,2022-11-08-222232
84,Republican,County Clerk,Cara A Cooke County Clerk,Cara A Cooke,2022-11-08-222232
85,Republican,County Clerk - Lincoln,Shannan L Hemphill County Clerk - Lincoln,Shannan L Hemphill,2022-11-08-222232
87,Republican,County Commissioner At Large Position 1,Buster Floyd Green County Commissioner At Large Position 1,Buster Floyd Green,2022-11-08-222232
89,Republican,County Commissioner At Large Position 1,Gary Lane Stradling County Commissioner At Large Position 1,Gary Lane Stradling,2022-11-08-222232
89,Libertarian,County Commissioner At Large Position 1,James Curtis Wernicke Jr County Commissioner At Large Position 1,James Curtis Wernicke Jr,2022-11-08-222232
88,Independent,County Commissioner At Large Position 1,Joe Allen Reeser County Commissioner At Large Position 1,Joe Allen Reeser,2022-11-08-222232
88,Republican,County Commissioner At Large Position 1,Lloyd W Miller County Commissioner At Large Position 1,Lloyd W Miller,2022-11-08-222232
89,Democrat,County Commissioner At Large Position 1,Melanee M Hand County Commissioner At Large Position 1,Melanee M Hand,2022-11-08-222232
86,Democrat,County Commissioner At Large Position 1,Pablo Trujillo County Commissioner At Large Position 1,Pablo Trujillo,2022-11-08-222232
87,Democrat,County Commissioner At Large Position 1,Rae D Towner County Commissioner At Large Position 1,Rae D Towner,2022-11-08-222232
89,Democrat,County Commissioner At Large Position 1,Randall T Ryti County Commissioner At Large Position 1,Randall T Ryti,2022-11-08-222232
89,Republican,County Commissioner At Large Position 1,Reginald Thomas Page Jr County Commissioner At Large Position 1,Reginald Thomas Page Jr,2022-11-08-222232
89,Republican,County Commissioner At Large Position 1,Sharon L Dry County Commissioner At Large Position 1,Sharon L Dry,2022-11-08-222232
89,Democrat,County Commissioner At Large Position 1,Suzie Havemann County Commissioner At Large Position 1,Suzie Havemann,2022-11-08-222232
89,Democrat,County Commissioner At Large Position 1,Theresa A Cull County Commissioner At Large Position 1,Theresa A Cull,2022-11-08-222232
90,Democrat,County Commissioner At Large Position 1 - Hidalgo,Anthony J Mora County Commissioner At Large Position 1 - Hidalgo,Anthony J Mora,2022-11-08-222232
90,Republican,County Commissioner At Large Position 1 - Hidalgo,Joel A Edwards County Commissioner At Large Position 1 - Hidalgo,Joel A Edwards,2022-11-08-222232
91,Republican,County Commissioner At Large Position 1 - Mora,Joseph T Griego County Commissioner At Large Position 1 - Mora,Joseph T Griego,2022-11-08-222232
91,Democrat,County Commissioner At Large Position 1 - Mora,Veronica Serna County Commissioner At Large Position 1 - Mora,Veronica Serna,2022-11-08-222232
92,Republican,County Commissioner At Large Position 1 - Sierra,James E Paxon Jr County Commissioner At Large Position 1 - Sierra,James E Paxon Jr,2022-11-08-222232
94,Republican,County Commissioner At Large Position 2,Audrey H Mcqueen County Commissioner At Large Position 2,Audrey H Mcqueen,2022-11-08-222232
93,Republican,County Commissioner At Large Position 2,Clayton F Kiesling County Commissioner At Large Position 2,Clayton F Kiesling,2022-11-08-222232
95,Republican,County Commissioner At Large Position 2,James Edward Herron County Commissioner At Large Position 2,James Edward Herron,2022-11-08-222232
95,Democrat,County Commissioner At Large Position 2,Michael E Lewis County Commissioner At Large Position 2,Michael E Lewis,2022-11-08-222232
