RaceID,RaceName,PartyCode,AreaNum,CandidateID,CandidateName,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting,CandidateAbsenteeVotes,CandidateElectionDayVotes,CandidateEarlyVotes
8464,"State Representative","REP","DISTRICT 3",14585,"T RYAN LANE",1,8266,1,22/22,,,,
8465,"State Representative","DEM","DISTRICT 4",14586,"ANTHONY ALLISON",1,5991,1,23/23,,,,
8414,"State Representative","DEM","DISTRICT 5",14493,"DOREEN WONDA JOHNSON",1,7236,1,29/29,,,,
8415,"State Representative","DEM","DISTRICT 6",14494,"ELISEO LEE ALCON",1,4888,0.626586335085246,30/30,,,,
8415,"State Representative","REP","DISTRICT 6",14495,"JERRI D ROWE",1,2913,0.373413664914755,30/30,,,,
8475,"State Representative","DEM","DISTRICT 7",14714,"DANNY M BERNAL JR",1,3403,0.424631894185176,24/24,,,,
8475,"State Representative","REP","DISTRICT 7",14713,"TANYA R MIRABAL MOYA",1,4611,0.575368105814824,24/24,,,,
8476,"State Representative","DEM","DISTRICT 8",14862,"PAUL MATTHEW KINZELMAN (write in)",1,0,0,27/27,,,,
8476,"State Representative","REP","DISTRICT 8",14715,"BRIAN G BACA",1,8474,1,27/27,,,,
8477,"State Representative","DEM","DISTRICT 9",14751,"PATRICIA 'PATTY' A LUNDSTROM",1,5275,1,27/27,,,,
8437,"State Representative","REP","DISTRICT 10",14526,"MARY KAY INGHAM",1,3181,0.414030977482754,28/28,,,,
8437,"State Representative","DEM","DISTRICT 10",14525,"G ANDRÉS ROMERO",1,4502,0.585969022517246,28/28,,,,
8438,"State Representative","DEM","DISTRICT 11",14528,"JAVIER I MARTINEZ",1,8843,0.778707291299753,34/34,,,,
8438,"State Representative","REP","DISTRICT 11",14527,"LISA MEYER-HAGEN",1,2513,0.221292708700247,34/34,,,,
8439,"State Representative","DEM","DISTRICT 12",14529,"ART DE LA CRUZ",1,4353,1,22/22,,,,
8440,"State Representative","DEM","DISTRICT 13",14530,"PATRICIA A ROYBAL CABALLERO",1,3887,1,21/21,,,,
8441,"State Representative","DEM","DISTRICT 14",14531,"MIGUEL P GARCIA",1,5667,0.736260880862674,29/29,,,,
8441,"State Representative","REP","DISTRICT 14",14532,"SOLOMON PENA",1,2030,0.263739119137326,29/29,,,,
8442,"State Representative","REP","DISTRICT 15",14533,"KIMBERLY ANN KAEHR-MACMILLAN",1,4385,0.348236975857687,34/34,,,,
8442,"State Representative","DEM","DISTRICT 15",14534,"DAYAN “DAY” MERCEDES HOCHMAN-VIGIL",1,7573,0.601413595933926,34/34,,,,
8442,"State Representative","IND","DISTRICT 15",14875,"LAURA E GUTIERREZ",1,634,0.0503494282083863,34/34,,,,
8443,"State Representative","DEM","DISTRICT 16",14535,"ANTONIO 'MOE' MAESTAS",1,7567,1,30/30,,,,
8444,"State Representative","DEM","DISTRICT 17",14537,"CYNTHIA D BORREGO",1,6146,0.527916165607284,32/32,,,,
8444,"State Representative","REP","DISTRICT 17",14536,"ELLIS C MCMATH",1,5496,0.472083834392716,32/32,,,,
8445,"State Representative","REP","DISTRICT 18",14539,"SCOTT TROY CANNON",1,1865,0.153776385224274,35/35,,,,
8445,"State Representative","DEM","DISTRICT 18",14538,"GAIL CHASEY",1,10263,0.846223614775726,35/35,,,,
8446,"State Representative","DEM","DISTRICT 19",14541,"JANELLE I ANYANONU",1,4003,0.633686876681969,25/25,,,,
8446,"State Representative","IND","DISTRICT 19",14883,"ENRIQUE JESUS CARDIEL",1,870,0.137723602976096,25/25,,,,
8446,"State Representative","REP","DISTRICT 19",14540,"KATHLEEN M JACKSON",1,1444,0.228589520341934,25/25,,,,
8447,"State Representative","DEM","DISTRICT 20",14543,"MEREDITH A DIXON",1,6892,0.563716669393097,32/32,,,,
8447,"State Representative","REP","DISTRICT 20",14542,"ROBERT A SALAZAR",1,5334,0.436283330606903,32/32,,,,
8448,"State Representative","DEM","DISTRICT 21",14544,"DEBRA MARIE SARINANA",1,5403,1,23/23,,,,
8416,"State Representative","DEM","DISTRICT 22",14497,"AUGUSTINE N MONTOYA",1,6881,0.438531642342744,41/41,,,,
8416,"State Representative","REP","DISTRICT 22",14496,"STEFANI LORD",1,8810,0.561468357657256,41/41,,,,
8478,"State Representative","REP","DISTRICT 23",14775,"ALAN T MARTINEZ",1,7183,0.538455772113943,31/31,,,,
8478,"State Representative","DEM","DISTRICT 23",14774,"RAMON M MONTANO",1,6157,0.461544227886057,31/31,,,,
8449,"State Representative","REP","DISTRICT 24",14546,"KHALID EMSHADI",1,5177,0.407445301432394,38/38,,,,
8449,"State Representative","DEM","DISTRICT 24",14545,"ELIZABETH L THOMSON",1,7529,0.592554698567606,38/38,,,,
8450,"State Representative","DEM","DISTRICT 25",14547,"CHRISTINE TRUJILLO",1,9173,1,35/35,,,,
8451,"State Representative","DEM","DISTRICT 26",14548,"ELEANOR CHAVEZ",1,4027,0.604110411041104,23/23,,,,
8451,"State Representative","REP","DISTRICT 26",14549,"PATRICK B SAIS",1,2639,0.395889588958896,23/23,,,,
8452,"State Representative","DEM","DISTRICT 27",14551,"MARIAN MATTHEWS",1,7720,0.540919282511211,38/38,,,,
8452,"State Representative","REP","DISTRICT 27",14550,"ROBERT S GODSHALL",1,6552,0.459080717488789,38/38,,,,
8453,"State Representative","REP","DISTRICT 28",14552,"NICOLE CHAVEZ",1,6874,0.476632921924837,38/38,,,,
8453,"State Representative","DEM","DISTRICT 28",14553,"PAMELYA P HERNDON",1,7548,0.523367078075163,38/38,,,,
8454,"State Representative","DEM","DISTRICT 29",14555,"JOY I GARRATT",1,7347,0.532507066753642,32/32,,,,
8454,"State Representative","REP","DISTRICT 29",14554,"GREGORY G CUNNINGHAM",1,6450,0.467492933246358,32/32,,,,
8455,"State Representative","REP","DISTRICT 30",14556,"KURSTIN S JOHNSON",1,5536,0.451439288917883,34/34,,,,
8455,"State Representative","DEM","DISTRICT 30",14557,"NATALIE R FIGUEROA",1,6727,0.548560711082117,34/34,,,,
8456,"State Representative","REP","DISTRICT 31",14558,"WILLIAM R REHM",1,8537,0.549391852757578,39/39,,,,
8456,"State Representative","DEM","DISTRICT 31",14559,"ATHENA ANN CHRISTODOULOU",1,7002,0.450608147242422,39/39,,,,
8417,"State Representative","REP","DISTRICT 32",14499,"JENIFER MARIE JONES",1,3781,0.502725701369499,25/25,,,,
8417,"State Representative","DEM","DISTRICT 32",14498,"CANDIE G SWEETSER",1,3740,0.497274298630501,25/25,,,,
8467,"State Representative","REP","DISTRICT 33",14672,"CHARLES RICHARD WENDLER",1,3270,0.400882677454947,26/26,,,,
8467,"State Representative","DEM","DISTRICT 33",14671,"MICAELA LARA CADENA",1,4887,0.599117322545053,26/26,,,,
8472,"State Representative","REP","DISTRICT 34",14879,"MARK W VIETH (write in)",1,31,0.0085352422907489,20/20,,,,
8472,"State Representative","DEM","DISTRICT 34",14681,"RAYMUNDO LARA",1,3601,0.991464757709251,20/20,,,,
8468,"State Representative","DEM","DISTRICT 35",14673,"ANGELICA RUBIO",1,4870,0.593612871769868,29/29,,,,
8468,"State Representative","REP","DISTRICT 35",14674,"RICHELLE A PEUGH-SWAFFORD",1,3334,0.406387128230132,29/29,,,,
8469,"State Representative","REP","DISTRICT 36",14676,"KIMBERLY A SKAGGS",1,4682,0.479320229320229,29/29,,,,
8469,"State Representative","DEM","DISTRICT 36",14675,"NATHAN P SMALL",1,5086,0.520679770679771,29/29,,,,
8470,"State Representative","DEM","DISTRICT 37",14677,"JOANNE J FERRARY",1,5521,0.571472932408653,27/27,,,,
8470,"State Representative","REP","DISTRICT 37",14678,"RENE EZEQUIEL RODRIGUEZ",1,4140,0.428527067591347,27/27,,,,
8418,"State Representative","REP","DISTRICT 38",14501,"SANDRA KAY HAMMACK",1,4372,0.493955485255903,30/30,,,,
8418,"State Representative","DEM","DISTRICT 38",14500,"TARA JARAMILLO",1,4479,0.506044514744097,30/30,,,,
8419,"State Representative","REP","DISTRICT 39",14503,"LUIS M TERRAZAS",1,6399,0.532983508245877,41/41,,,,
8419,"State Representative","DEM","DISTRICT 39",14502,"RODOLPHO S MARTINEZ",1,5607,0.467016491754123,41/41,,,,
8436,"State Representative","DEM","DISTRICT 40",14523,"JOSEPH L SANCHEZ",1,7307,0.726992339070739,39/39,,,,
8436,"State Representative","REP","DISTRICT 40",14524,"JERALD STEVE MCFALL",1,2744,0.273007660929261,39/39,,,,
8420,"State Representative","DEM","DISTRICT 41",14504,"SUSAN K HERRERA",1,7467,1,37/37,,,,
8481,"State Representative","DEM","DISTRICT 42",14793,"KRISTINA ORTEZ",1,9193,1,41/41,,,,
8421,"State Representative","DEM","DISTRICT 43",14505,"CHRISTINE CHANDLER",1,9078,1,35/35,,,,
8422,"State Representative","DEM","DISTRICT 44",14506,"KATHLEEN M CATES",1,7300,0.508533611981888,36/36,,,,
8422,"State Representative","REP","DISTRICT 44",14507,"JANE E POWDRELL-CULBERT",1,7055,0.491466388018112,36/36,,,,
8458,"State Representative","DEM","DISTRICT 45",14480,"LINDA MICHELLE SERRATO",1,9072,1,30/30,,,,
8459,"State Representative","REP","DISTRICT 46",14482,"JAY C GROSECLOSE",1,3199,0.227719248291572,39/39,,,,
8459,"State Representative","DEM","DISTRICT 46",14481,"ANDREA D ROMERO",1,10849,0.772280751708428,39/39,,,,
8460,"State Representative","DEM","DISTRICT 47",14483,"REENA C SZCZEPANSKI",1,14403,1,43/43,,,,
8461,"State Representative","DEM","DISTRICT 48",14484,"TARA L LUJAN",1,9207,1,31/31,,,,
8435,"State Representative","REP","DISTRICT 49",14522,"GAIL 'MISSY' ARMSTRONG",1,8738,1,42/42,,,,
8423,"State Representative","DEM","DISTRICT 50",14508,"MATTHEW MCQUEEN",1,11902,1,39/39,,,,
8466,"State Representative","REP","DISTRICT 51",14625,"JOHN BLOCK",1,5824,0.631738800303721,31/31,,,,
8466,"State Representative","DEM","DISTRICT 51",14626,"SHARONLEE CUMMINS",1,3395,0.368261199696279,31/31,,,,
8471,"State Representative","REP","DISTRICT 52",14679,"JOHN FOREMAN",1,2692,0.391620599359907,27/27,,,,
8471,"State Representative","DEM","DISTRICT 52",14680,"DOREEN YVONNE GALLEGOS",1,4182,0.608379400640093,27/27,,,,
8424,"State Representative","REP","DISTRICT 53",14509,"ELIZABETH LEE WINTERROWD",1,3099,0.490192976906042,25/25,,,,
8424,"State Representative","DEM","DISTRICT 53",14510,"WILLIE D MADRID",1,3223,0.509807023093958,25/25,,,,
8433,"State Representative","REP","DISTRICT 54",14520,"JAMES G TOWNSEND",1,6816,1,31/31,,,,
8425,"State Representative","REP","DISTRICT 55",14511,"CATHRYNN N BROWN",1,7404,1,26/26,,,,
8426,"State Representative","REP","DISTRICT 56",14512,"HARLAN H VINCENT",1,7730,0.67240779401531,41/41,,,,
8426,"State Representative","IND","DISTRICT 56",14864,"ELAINE ALLEN",1,3766,0.32759220598469,41/41,,,,
8479,"State Representative","DEM","DISTRICT 57",14777,"MICHELLE ELEANOR SANDOVAL",1,5570,0.479758828596038,29/29,,,,
8479,"State Representative","REP","DISTRICT 57",14776,"JASON CARL HARPER",1,6040,0.520241171403962,29/29,,,,
8412,"State Representative","REP","DISTRICT 58",14445,"CANDY SPENCE EZZELL",1,4096,1,28/28,,,,
8413,"State Representative","REP","DISTRICT 59",14446,"GREG NIBERT",1,7656,1,28/28,,,,
8480,"State Representative","REP","DISTRICT 60",14778,"JOSHUA NATHANIEL HERNANDEZ",1,7250,1,25/25,,,,
8473,"State Representative","REP","DISTRICT 61",14696,"RANDALL T PETTIGREW",1,3083,1,22/22,,,,
8474,"State Representative","REP","DISTRICT 62",14697,"LARRY R SCOTT",1,6479,1,23/23,,,,
8434,"State Representative","REP","DISTRICT 63",14521,"MARTIN ZAMORA",1,4778,1,31/31,,,,
8432,"State Representative","REP","DISTRICT 64",14519,"ANDREA R REEB",1,5876,0.674394582807299,32/32,,,,
8432,"State Representative","IND","DISTRICT 64",14872,"DAVID M LANSFORD",1,2837,0.325605417192701,32/32,,,,
8427,"State Representative","DEM","DISTRICT 65",14513,"DERRICK J LENTE",1,6146,1,29/29,,,,
8431,"State Representative","LIB","DISTRICT 66",14517,"ANDREW G KENNEDY",1,1297,0.192347619753819,27/27,,,,
8431,"State Representative","REP","DISTRICT 66",14518,"JIMMY G MASON",1,5446,0.807652380246181,27/27,,,,
8430,"State Representative","REP","DISTRICT 67",14516,"JACKEY O CHATFIELD",1,8448,1,50/50,,,,
8457,"State Representative","DEM","DISTRICT 68",14560,"CHARLOTTE L LITTLE",1,5642,0.501332859427759,32/32,,,,
8457,"State Representative","REP","DISTRICT 68",14561,"ROBERT HENRY MOSS",1,5612,0.498667140572241,32/32,,,,
8428,"State Representative","DEM","DISTRICT 69",14514,"HARRY GARCIA",1,5010,1,28/28,,,,
8429,"State Representative","DEM","DISTRICT 70",14515,"AMBROSE M CASTELLANO",1,7193,1,36/36,,,,
8411,"Justice of the Supreme Court","DEM","",14428,"JULIE J VARGAS",1,364493,0.526894543898603,2163/2163,,,,
8411,"Justice of the Supreme Court","REP","",14429,"THOMAS C MONTOYA",1,327283,0.473105456101397,2163/2163,,,,
8738,"Justice of the Supreme Court Position 2","DEM","",14430,"BRIANA H ZAMORA",1,373886,0.541091340622445,2163/2163,,,,
8738,"Justice of the Supreme Court Position 2","REP","",14431,"KERRY J MORRIS",1,317099,0.458908659377555,2163/2163,,,,
8720,"Judge of the Court of Appeals Position 1","LIB","",14434,"SOPHIE I COOPER",1,37154,0.0538185315713464,2163/2163,,,,
8720,"Judge of the Court of Appeals Position 1","REP","",14433,"BARBARA V JOHNSON",1,305443,0.442442098798158,2163/2163,,,,
8720,"Judge of the Court of Appeals Position 1","DEM","",14432,"GERALD EDWARD BACA",1,347760,0.503739369630495,2163/2163,,,,
8721,"Judge of the Court of Appeals Position 2","DEM","",14435,"KATHERINE ANNE WRAY",1,348419,0.506523828146012,2163/2163,,,,
8721,"Judge of the Court of Appeals Position 2","REP","",14436,"GERTRUDE LEE",1,295988,0.430300801176979,2163/2163,,,,
8721,"Judge of the Court of Appeals Position 2","LIB","",14437,"STEPHEN P CURTIS",1,43456,0.0631753706770098,2163/2163,,,,
8485,"Public Education Commissioner","REP","DISTRICT 2",14562,"TIMOTHY E BECK",1,55468,1,238/238,,,,
8486,"Public Education Commissioner","DEM","DISTRICT 3",14563,"ALAN LEE BRAUER JR",1,54263,1,223/223,,,,
8482,"Public Education Commissioner","REP","DISTRICT 5",14738,"SHARON CLAHCHISCHILLIAGE",1,42173,1,191/191,,,,
8483,"Public Education Commissioner","REP","DISTRICT 6",14739,"STEWART ALAN INGHAM",1,50845,1,236/236,,,,
8484,"Public Education Commissioner","DEM","DISTRICT 7",14740,"PATRICIA E GIPSON",1,35436,1,178/178,,,,
8714,"District Court Judge","DEM","FOURTH JUDICIAL DISTRICT : DIVISION 01",14731,"MICHAEL A ARAGON",1,10191,1,50/50,,,,
8716,"District Court Judge","DEM","FIFTH JUDICIAL DISTRICT: DIVISION 01",14734,"EILEEN P RIORDAN",1,11295,0.246556503896444,174/174,,,,
8716,"District Court Judge","REP","FIFTH JUDICIAL DISTRICT: DIVISION 01",14733,"DAVID E FINGER",1,34516,0.753443496103556,174/174,,,,
8718,"District Court Judge","REP","NINTH JUDICIAL DISTRICT : DIVISION 01",14736,"BENJAMIN S CROSS",1,12487,1,64/64,,,,
8719,"District Court Judge","REP","TWELFTH JUDICIAL DISTRICT : DIVISION 02",14737,"ELLEN R JESSEN",1,19741,1,95/95,,,,
8717,"District Court Judge","DEM","SEVENTH JUDICIAL DISTRICT : DIVISION 02",14735,"ROSCOE A WOODS",1,10703,1,70/70,,,,
8707,"District Court Judge","DEM","THIRD JUDICIAL DISTRICT : DIVISION 02",14835,"ROBERT LARA",1,39016,1,190/190,,,,
8715,"District Court Judge","DEM","FOURTH JUDICIAL DISTRICT : DIVISION 03",14732,"FLORIPA 'FLORA' GALLEGOS",1,9924,1,50/50,,,,
8710,"District Court Judge","DEM","THIRD JUDICIAL DISTRICT : DIVISION 05",14840,"CASEY B FITCH",1,38202,1,190/190,,,,
8709,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 07",14845,"ALMA C GARCIA ROBERSON",1,155164,1,687/687,,,,
8713,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 08",14843,"CATHERINE A BEGAYE",1,152230,1,687/687,,,,
8743,"District Court Judge","DEM","THIRTEENTH JUDICIAL DISTRICT : DIVISION 09",14898,"KARL WILLIAM REIFSTECK",1,42125,0.468857823386684,253/253,,,,
8743,"District Court Judge","REP","THIRTEENTH JUDICIAL DISTRICT : DIVISION 09",14896,"ALLISON POOL MARTINEZ",1,47721,0.531142176613316,253/253,,,,
8705,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 10",14816,"BRUCE C FOX",1,148728,1,687/687,,,,
8708,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 12",14831,"ELAINE P LUJAN",1,148228,1,687/687,,,,
8741,"District Court Judge","REP","FIFTH JUDICIAL DISTRICT: DIVISION 12",14894,"ANNE MARIE CHEROKE LEWIS",1,38853,1,174/174,,,,
8711,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 16",14841,"JENNIFER J WERNERSBACH",1,147089,1,687/687,,,,
8712,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 20",14842,"BRITT M BACA-MILLER",1,146521,1,687/687,,,,
8752,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 21",14907,"EMETERIO LEROY RUDOLFO",1,144956,1,687/687,,,,
8706,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 26",14834,"JOSEPH A MONTANO",1,146512,1,687/687,,,,
8751,"District Court Judge","DEM","SECOND JUDICIAL DISTRICT : DIVISION 30",14904,"DAVID A MURPHY",1,145196,1,687/687,,,,
8693,"Magistrate Judge - Torrance - Torrance","DEM","MAGISTRATE",14762,"BOBBY  L GARCIA",1,1904,0.3516808274843,22/22,,,,
8693,"Magistrate Judge - Torrance - Torrance","REP","MAGISTRATE",14763,"CRAIG M DAVIS",1,3510,0.6483191725157,22/22,,,,
8639,"Magistrate Judge - Union - Union","REP","MAGISTRATE",14461,"ERIC M HOOPER",1,281,0.186092715231788,6/6,,,,
8639,"Magistrate Judge - Union - Union","IND","MAGISTRATE",14859,"MARY LOUISE HARKINS",1,1017,0.673509933774834,6/6,,,,
8639,"Magistrate Judge - Union - Union","DEM","MAGISTRATE",14462,"RHONDA RAEL ARAGON",1,212,0.140397350993377,6/6,,,,
8697,"Magistrate Judge - Sierra - Sierra","REP","MAGISTRATE",14808,"GEORGE A LEE",1,3466,1,12/12,,,,
8692,"Magistrate Judge - Socorro - Socorro","DEM","MAGISTRATE",14767,"FELIX WILLIAM SAAVEDRA",1,4087,1,27/27,,,,
8640,"Magistrate Judge - Catron - Catron","REP","MAGISTRATE",14447,"SUSAN E GRIFFIN",1,1525,1,9/9,,,,
8671,"Magistrate Judge - Guadalupe - Guadalupe","DEM","MAGISTRATE",14707,"CHRISTOPHER A BACA",1,1428,1,5/5,,,,
8638,"Magistrate Judge - Harding - Harding","DEM","MAGISTRATE",14458,"A RAYMOND GUTIERREZ",1,131,0.330808080808081,3/3,,,,
8638,"Magistrate Judge - Harding - Harding","REP","MAGISTRATE",14457,"TRUBERT WAYNE FLOWERS",1,265,0.669191919191919,3/3,,,,
8686,"Magistrate Judge - Hidalgo - Hidalgo","DEM","MAGISTRATE",14797,"MARK D THOMAS",1,1230,1,6/6,,,,
8653,"Magistrate Judge - Los Alamos - Los Alamos","DEM","MAGISTRATE",14631,"CATHERINE E TAYLOR",1,5855,0.599897540983607,23/23,,,,
8653,"Magistrate Judge - Los Alamos - Los Alamos","REP","MAGISTRATE",14630,"TIM BULLOCK",1,3905,0.400102459016393,23/23,,,,
8663,"Magistrate Judge - Luna - Luna","DEM","MAGISTRATE",14741,"EDNA M REYES",1,2866,0.493797381116471,18/18,,,,
8663,"Magistrate Judge - Luna - Luna","REP","MAGISTRATE",14742,"J SCOTT CHANDLER",1,2938,0.506202618883529,18/18,,,,
8701,"Magistrate Judge - Mora - Mora","DEM","MAGISTRATE- MORA",14848,"CINDY J GARZA",1,1970,1,11/11,,,,
8637,"Magistrate Judge - Quay - Quay","REP","MAGISTRATE",14468,"NOREEN L HENDRICKSON",1,2359,1,12/12,,,,
8641,"Magistrate Judge - Roosevelt - Roosevelt","REP","MAGISTRATE",14602,"CHRISTOPHER A MITCHELL",1,3844,1,21/21,,,,
8642,"Magistrate Judge - San Juan - San Juan","REP","DIVISION 1",14588,"RUSSELL L BRADFORD",1,6570,0.803669724770642,18/18,,,,
8642,"Magistrate Judge - San Juan - San Juan","DEM","DIVISION 1",14587,"SONGTREE L PIOCHE",1,1605,0.196330275229358,18/18,,,,
8655,"Magistrate Judge - San Miguel - San Miguel","DEM","MAGISTRATE DIVISION 1",14485,"CHRISTIAN ERIC MONTANO",1,7198,1,34/34,,,,
8687,"Magistrate Judge - Sandoval - Sandoval","DEM","DIVISION 1",14788,"ANN MARIE MAXWELL-CHAVEZ",1,38564,1,157/157,,,,
8657,"Magistrate Judge - Santa Fe - Santa Fe","DEM","DIVISION 1",14476,"DAVID A SEGURA",1,54518,1,179/179,,,,
8680,"Magistrate Judge - Rio Arriba - Rio Arriba","DEM","DIVISION 1",14647,"JOSEPH MADRID",1,9760,1,48/48,,,,
8654,"Magistrate Judge - Otero - Otero","DEM","DIVISION 1",14633,"WARREN L ROBINSON",1,5964,0.348039215686274,66/66,,,,
8654,"Magistrate Judge - Otero - Otero","REP","DIVISION 1",14632,"JOHN ROBINSON SECREST III",1,11172,0.651960784313726,66/66,,,,
8648,"Magistrate Judge - McKinley - McKinley","DEM","DIVISION 1",14614,"BRENT A DETSOI",1,14188,1,71/71,,,,
8667,"Magistrate Judge - Lea - Lea","REP","DIVISION 1",14698,"CLIPPER G MILLER",1,4153,1,15/15,,,,
8635,"Magistrate Judge - Chaves - Chaves","REP","DIVISION 1",14438,"K C ROGERS",1,4095,1,27/27,,,,
8682,"Magistrate Judge - Cibola - Cibola","DEM","DIVISION 1",14649,"TONY L MACE",1,5049,1,30/30,,,,
8684,"Magistrate Judge - Colfax - Colfax","REP","DIVISION 1",14659,"AMY A HRONICH",1,3462,1,21/21,,,,
8661,"Magistrate Judge - Curry - Curry","REP","DIVISION 1",14575,"JANEMARIE A VANDERDUSSEN",1,2642,1,18/18,,,,
8672,"Magistrate Judge - Dona Ana - Dona Ana","DEM","MAGISTRATE COURT DIVISION 1",14682,"SAMANTHA L MADRID",1,38357,1,190/190,,,,
8694,"Magistrate Judge - Eddy - Eddy","REP","DIVISION 1",14817,"KELLY J CALICOAT",1,2508,1,12/12,,,,
8651,"Magistrate Judge - Grant - Grant","DEM","DIVISION 1",14617,"JUSTIN CRAIG GARWOOD",1,7758,1,39/39,,,,
8690,"Magistrate Judge - Taos - Taos","DEM","DIVISION 1",14791,"ERNEST L ORTEGA",1,10822,1,47/47,,,,
8664,"Magistrate Judge - Valencia - Valencia","DEM","DIVISION 1",14717,"MICHAEL MELENDEZ",1,9838,0.397157966977514,66/66,,,,
8664,"Magistrate Judge - Valencia - Valencia","REP","DIVISION 1",14716,"MILES R TAFOYA",1,14933,0.602842033022486,66/66,,,,
8700,"Magistrate Judge - Lincoln - Lincoln","REP","DIVISION 1",14850,"MICKIE L VEGA",1,6562,1,29/29,,,,
8753,"Judge of the Metropolitan Court","DEM","DIVISION 1",14908,"ASRA I ELLIOTT",1,144465,1,687/687,,,,
8665,"Magistrate Judge - Valencia - Valencia","DEM","DIVISION 2",14719,"DELL P WASHINGTON",1,9159,0.369612590799031,66/66,,,,
8665,"Magistrate Judge - Valencia - Valencia","REP","DIVISION 2",14718,"JOHN R CHAVEZ",1,15621,0.630387409200968,66/66,,,,
8691,"Magistrate Judge - Taos - Taos","DEM","DIVISION 2",14792,"SARA ANNE BLANKENHORN",1,10475,1,47/47,,,,
8652,"Magistrate Judge - Grant - Grant","DEM","DIVISION 2",14618,"HECTOR C GRIJALVA",1,8047,1,39/39,,,,
8695,"Magistrate Judge - Eddy - Eddy","REP","DIVISION 2",14818,"MEGAN S BOWEN",1,5452,1,21/21,,,,
